vacc_id,vacc_name,vacc_vocab,p1,p2,p3,p4,p5,p6,m1,m2,m3,m4,m5,m6
45892512,"human papillomavirus 9-valent (types 6,11,16,18,31,33,45,52,58) vaccine, recombinant 0.5 ML Prefilled Syringe",RxNorm,human papilomavirus,,,,,,,,,,,
45892512,"0.5 ML L1 protein, human papillomavirus type 11 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 16 vaccine 0.12 MG/ML / L1 protein, human papillomavirus type 18 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 31 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 33 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 45 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 52 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 58 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 6 vaccine 0.06 MG/ML Prefilled Syringe",RxNorm,human papilomavirus,,,,,,,,,,,
45892513,"L1 protein, human papillomavirus type 11 vaccine / L1 protein, human papillomavirus type 16 vaccine / L1 protein, human papillomavirus type 18 vaccine / L1 protein, human papillomavirus type 31 vaccine / L1 protein, human papillomavirus type 33 vaccine / L1 protein, human papillomavirus type 45 vaccine / L1 protein, human papillomavirus type 52 vaccine / L1 protein, human papillomavirus type 58 vaccine / L1 protein, human papillomavirus type 6 vaccine Prefilled Syringe [Gardasil 9]",RxNorm,human papilomavirus,,,,,,,,,,,
45892514,"Gardasil 9, human Papillomavirus 9-valent (types 6,11,16,18,31,33,45,52,58) vaccine, recombinant 0.5 ML Prefilled Syringe",RxNorm,human papilomavirus,,,,,,,,,,,
45892514,"0.5 ML L1 protein, human papillomavirus type 11 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 16 vaccine 0.12 MG/ML / L1 protein, human papillomavirus type 18 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 31 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 33 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 45 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 52 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 58 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 6 vaccine 0.06 MG/ML Prefilled Syringe [Gardasil 9]",RxNorm,human papilomavirus,,,,,,,,,,,
45892515,"L1 protein, human papillomavirus type 11 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 16 vaccine 0.12 MG/ML / L1 protein, human papillomavirus type 18 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 31 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 33 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 45 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 52 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 58 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 6 vaccine 0.06 MG/ML Prefilled Syringe",RxNorm,human papilomavirus,,,,,,,,,,,
45892516,"L1 protein, human papillomavirus type 11 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 16 vaccine 0.12 MG/ML / L1 protein, human papillomavirus type 18 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 31 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 33 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 45 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 52 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 58 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 6 vaccine 0.06 MG/ML Prefilled Syringe [Gardasil 9]",RxNorm,human papilomavirus,,,,,,,,,,,
46275946,"L1 protein, human papillomavirus type 11 vaccine / L1 protein, human papillomavirus type 16 vaccine / L1 protein, human papillomavirus type 18 vaccine / L1 protein, human papillomavirus type 31 vaccine / L1 protein, human papillomavirus type 33 vaccine / L1 protein, human papillomavirus type 45 vaccine / L1 protein, human papillomavirus type 52 vaccine / L1 protein, human papillomavirus type 58 vaccine / L1 protein, human papillomavirus type 6 vaccine Injection",RxNorm,human papilomavirus,,,,,,,,,,,
46275947,"L1 protein, human papillomavirus type 11 vaccine / L1 protein, human papillomavirus type 16 vaccine / L1 protein, human papillomavirus type 18 vaccine / L1 protein, human papillomavirus type 31 vaccine / L1 protein, human papillomavirus type 33 vaccine / L1 protein, human papillomavirus type 45 vaccine / L1 protein, human papillomavirus type 52 vaccine / L1 protein, human papillomavirus type 58 vaccine / L1 protein, human papillomavirus type 6 vaccine Injection [Gardasil 9]",RxNorm,human papilomavirus,,,,,,,,,,,
46275096,"L1 protein, human papillomavirus type 11 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 16 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 18 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 6 vaccine 0.04 MG/ML Injection [Gardasil]",RxNorm,human papilomavirus,,,,,,,,,,,
46275097,"L1 protein, human papillomavirus type 11 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 16 vaccine 0.12 MG/ML / L1 protein, human papillomavirus type 18 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 31 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 33 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 45 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 52 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 58 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 6 vaccine 0.06 MG/ML Injection",RxNorm,human papilomavirus,,,,,,,,,,,
46275098,"L1 protein, human papillomavirus type 11 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 16 vaccine 0.12 MG/ML / L1 protein, human papillomavirus type 18 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 31 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 33 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 45 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 52 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 58 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 6 vaccine 0.06 MG/ML Injection [Gardasil 9]",RxNorm,human papilomavirus,,,,,,,,,,,
529079,"Gardasil, Human Papillomavirus Quadrivalent (Types 6,11,16,18) Vaccine, Recombinant 0.5 ML Injection",RxNorm,human papilomavirus,,,,,,,,,,,
529079,"0.5 ML L1 protein, human papillomavirus type 11 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 16 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 18 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 6 vaccine 0.04 MG/ML Injection [Gardasil]",RxNorm,human papilomavirus,,,,,,,,,,,
529080,"human papillomavirus quadrivalent (types 6,11,16,18) vaccine, recombinant 0.5 ML Prefilled Syringe",RxNorm,human papilomavirus,,,,,,,,,,,
529080,"0.5 ML L1 protein, human papillomavirus type 11 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 16 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 18 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 6 vaccine 0.04 MG/ML Prefilled Syringe",RxNorm,human papilomavirus,,,,,,,,,,,
529081,"Gardasil, Human Papillomavirus Quadrivalent (Types 6,11,16,18) Vaccine, Recombinant 0.5 ML Prefilled Syringe",RxNorm,human papilomavirus,,,,,,,,,,,
529081,"0.5 ML L1 protein, human papillomavirus type 11 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 16 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 18 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 6 vaccine 0.04 MG/ML Prefilled Syringe [Gardasil]",RxNorm,human papilomavirus,,,,,,,,,,,
529078,"human papillomavirus quadrivalent (types 6,11,16,18) vaccine, recombinant 0.5 ML Injection",RxNorm,human papilomavirus,,,,,,,,,,,
529078,"0.5 ML L1 protein, human papillomavirus type 11 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 16 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 18 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 6 vaccine 0.04 MG/ML Injection",RxNorm,human papilomavirus,,,,,,,,,,,
2213427,"Hepatitis A (HepA) vaccine, adult dosage, for intramuscular use",CPT4,hepatitis a,,,,,,,,,,,
2213427,"Vaccine for Hepatitis A injection into muscle, adult dosage",CPT4,hepatitis a,,,,,,,,,,,
2213428,"Hepatitis A (HepA) vaccine, pediatric dosage, 2 dose schedule, for intramuscular use",CPT4,hepatitis a,,,,,,,,,,,
2213428,"Hepatitis A (HepA) vaccine, adolescent dosage, 2 dose schedule, for intramuscular use",CPT4,hepatitis a,,,,,,,,,,,
2213428,"Vaccine for Hepatitis A (2 dose schedule) injection into muscle, pediatric or adolescent dosage",CPT4,hepatitis a,,,,,,,,,,,
2213429,"Hepatitis A (HepA) vaccine, pediatric dosage, 3 dose schedule, for intramuscular use",CPT4,hepatitis a,,,,,,,,,,,
2213429,"Hepatitis A (HepA) vaccine, adolescent dosage, 3 dose schedule, for intramuscular use",CPT4,hepatitis a,,,,,,,,,,,
2213429,"Vaccine for Hepatitis A (3 dose schedule) injection into muscle, pediatric or adolescent dosage",CPT4,hepatitis a,,,,,,,,,,,
2213430,"Hepatitis A and hepatitis B (HepA-HepB) vaccine, adult dosage, for intramuscular use",CPT4,hepatitis a,,,,hepatitis b,,,,,,,
2213430,"Vaccine for Hepatitis A and Hepatitis B injection into muscle, adult dosage",CPT4,hepatitis a,,,,hepatitis b,,,,,,,
2213430,HEPATITIS A & B VACCINE HEPA-HEPB ADULT IM,CPT4,hepatitis a,,,,,,,,,,,
40213297,"Hep A, IG",CVX,hepatitis a,,,,,,,,,,,
40213303,Hep A-Hep B,CVX,hepatitis a,,,,hepatitis b,,,,,,,
40213298,"Hep A, live attenuated",CVX,hepatitis a,,,,,,hepatitis a live,,,,,
40213301,"Hep A, pediatric, unspecified formulation",CVX,hepatitis a,,,,,,,,,,,
706109,"Hep A-Hep B, pediatric/adolescent",CVX,hepatitis a,,,,hepatitis b,,,,,,,
40213296,"Hep A, adult",CVX,hepatitis a,,,,,,,,,,,
40213299,"Hep A, ped/adol, 2 dose",CVX,hepatitis a,,,,,,,,,,,
40213300,"Hep A, ped/adol, 3 dose",CVX,hepatitis a,,,,,,,,,,,
40213302,"Hep A, unspecified formulation",CVX,hepatitis a,,,,,,,,,,,
45025524,"hepatitis a vaccine, inactivated 25[iU]/.5mL INTRAMUSCULAR INJECTION, SUSPENSION",NDC,hepatitis a,,,,,,hepatitis a inactivated,,,,,
45864466,"hepatitis a vaccine, inactivated 25[iU]/.5mL INTRAMUSCULAR INJECTION, SUSPENSION",NDC,hepatitis a,,,,,,hepatitis a inactivated,,,,,
45870748,"hepatitis a vaccine, inactivated 50[iU]/mL INTRAMUSCULAR INJECTION, SUSPENSION",NDC,hepatitis a,,,,,,hepatitis a inactivated,,,,,
45093668,"hepatitis a vaccine, inactivated 50[iU]/mL INTRAMUSCULAR INJECTION, SUSPENSION",NDC,hepatitis a,,,,,,hepatitis a inactivated,,,,,
44872168,"hepatitis a vaccine, inactivated 50[iU]/mL INTRAMUSCULAR INJECTION, SUSPENSION",NDC,hepatitis a,,,,,,hepatitis a inactivated,,,,,
44465689,"hepatitis a vaccine 1440[iU]/mL INTRAMUSCULAR INJECTION, SUSPENSION",NDC,hepatitis a,,,,,,,,,,,
44464913,"hepatitis a and hepatitis b (recombinant) vaccine 20ug/mL / 720[iU]/mL INTRAMUSCULAR INJECTION, SUSPENSION",NDC,hepatitis a,,,,hepatitis b,,,,,,hepatitis b recombinant,
45107092,"hepatitis a and hepatitis b (recombinant) vaccine 20ug/mL / 720[iU]/mL INTRAMUSCULAR INJECTION, SUSPENSION",NDC,hepatitis a,,,,hepatitis b,,,,,,hepatitis b recombinant,
45004763,"hepatitis a vaccine 720[iU]/.5mL INTRAMUSCULAR INJECTION, SUSPENSION",NDC,hepatitis a,,,,,,,,,,,
45107093,"hepatitis a vaccine 1440[iU]/mL INTRAMUSCULAR INJECTION, SUSPENSION",NDC,hepatitis a,,,,,,,,,,,
46275201,"hepatitis A virus strain CR 326F antigen, inactivated 25 UNT per 0.5 ML Injection",RxNorm,hepatitis a,,,,,,hepatitis a inactivated,,,,,
19077989,"hepatitis A vaccine, inactivated 25 UNT per 0.5 ML Injectable Suspension",RxNorm,hepatitis a,,,,,,hepatitis a inactivated,,,,,
596894,"hepatitis A virus strain CR 326F antigen, inactivated 50 UNT per 1 ML Prefilled Syringe",RxNorm,hepatitis a,,,,,,hepatitis a inactivated,,,,,
19129539,"hepatitis A vaccine, inactivated 720 UNT per 0.5 ML Prefilled Syringe",RxNorm,hepatitis a,,,,,,hepatitis a inactivated,,,,,
529682,Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/0.5 ML Injectable Suspension,RxNorm,hepatitis a,,,,,,hepatitis a inactivated,,,,,
529684,hepatitis A vaccine (inactivated) strain HM175 1440 UNT per 1 ML Prefilled Syringe,RxNorm,hepatitis a,,,,,,hepatitis a inactivated,,,,,
529685,"Havrix, Hepatitis A Vaccine (Inactivated), (Adult Dose) 1 ML Prefilled Syringe",RxNorm,hepatitis a,,,,,,hepatitis a inactivated,,,,,
529686,hepatitis A vaccine (inactivated) strain HM175 720 UNT per 0.5 ML Prefilled Syringe,RxNorm,hepatitis a,,,,,,hepatitis a inactivated,,,,,
529687,"Havrix, Hepatitis A Vaccine (Inactivated), (Pediatric Dose) 0.5 ML Prefilled Syringe",RxNorm,hepatitis a,,,,,,hepatitis a inactivated,,,,,
19131618,hepatitis A inactivated and hepatitis B (recombinant) vaccine per 1 ML Injection,RxNorm,hepatitis a,,,,hepatitis b,,hepatitis a inactivated,,,,hepatitis b recombinant,
19131620,Twinrix Hepatitis A inactivated and Hepatitis B (recombinant) Vaccine 1 ML Injection,RxNorm,hepatitis a,,,,hepatitis b,,hepatitis a inactivated,,,,hepatitis b recombinant,
19131621,hepatitis A vaccine (inactivated) strain HM175 720 UNT / hepatitis B surface antigen vaccine 20 MCG per 1 ML Prefilled Syringe,RxNorm,hepatitis a,,,,hepatitis b,,hepatitis a inactivated,,,,,
19131621,hepatitis A vaccine (inactivated) strain HM175 720 UNT / hepatitis B surface antigen vaccine 0.02 MG per 1 ML Prefilled Syringe,RxNorm,hepatitis a,,,,hepatitis b,,hepatitis a inactivated,,,,,
19131622,Twinrix Hepatitis A Inactivated and Hepatitis B (Recombinant) Vaccine 1 ML Prefilled Syringe,RxNorm,hepatitis a,,,,hepatitis b,,hepatitis a inactivated,,,,hepatitis b recombinant,
596899,"hepatitis A virus strain CR 326F antigen, inactivated 25 UNT per 0.5 ML Prefilled Syringe",RxNorm,hepatitis a,,,,,,hepatitis a inactivated,,,,,
2213401,Diphtheria equine antitoxin,CPT4,diphtheria,,,,,,diphtheria antitoxin,,,,,
2213401,DIPHTHERIA ANTITOXIN EQUINE ANY ROUTE,CPT4,diphtheria,,,,,,diphtheria antitoxin,,,,,
2213401,Equine diphtheria antitoxin,CPT4,diphtheria,,,,,,diphtheria antitoxin,,,,,
2213457,"Diphtheria, tetanus toxoids, acellular pertussis vaccine and inactivated poliovirus vaccine (DTaP-IPV), patient 4-6 years of age, for intramuscular use",CPT4,diphtheria,tetanus,pertussis,poliovirus,,,diphtheria toxoid,tetanus toxoid,acellular pertussis,poliovirus inactivated,,
2213457,DTAP-IPV VACCINE CHILD 4-6 YRS FOR IM USE,CPT4,diphtheria,tetanus,pertussis,,,,,,acellular pertussis,,,
2213457,"Vaccine for diphtheria, tetanus toxoids, acellular pertussis (whooping cough), and polio for injection into muscle, patient 4 through 6 years of age",CPT4,diphtheria,tetanus,pertussis,poliovirus,,,diphtheria toxoid,tetanus toxoid,acellular pertussis,,,
2213459,"Diphtheria, tetanus toxoids, and acellular pertussis (DTaP) vaccine, patient younger than 7 years of age, for intramuscular use",CPT4,diphtheria,tetanus,pertussis,,,,diphtheria toxoid,tetanus toxoid,acellular pertussis,,,
2213459,"Vaccine for diphtheria, tetanus, and acellular pertussis (whooping cough) injection into muscle, child younger than 7 years",CPT4,diphtheria,tetanus,pertussis,,,,,,acellular pertussis,,,
2213461,"Diphtheria and tetanus toxoids adsorbed (DT) when administered to individuals younger than 7 years, for intramuscular use | [Clinical Drug] - [Therapeutic or Preventive Procedure]",CPT4,diphtheria,tetanus,,,,,diphtheria toxoid,tetanus toxoid,,,,
2213461,"Diphtheria and tetanus (DT) toxoids adsorbed, patient younger than 7 years of age, for intramuscular use",CPT4,diphtheria,tetanus,,,,,diphtheria toxoid,tetanus toxoid,,,,
2213461,"Vaccine for diphtheria and tetanus toxoids injection into muscle, patient younger than 7 years of age",CPT4,diphtheria,tetanus,,,,,diphtheria toxoid,tetanus toxoid,,,,
2213461,DT VACCINE YOUNGER THAN 7 YRS FOR IM USE,CPT4,diphtheria,tetanus,,,,,,,,,,
2213472,"Preservative free tetanus and diphtheria (Td) adsorbed toxoids, patient 7 years of age or older, for intramuscular use",CPT4,diphtheria,tetanus,,,,,diphtheria toxoid,tetanus toxoid,,,,
2213472,TD VACCINE PRSRV FREE 7 YRS OR OLDER FOR IM USE,CPT4,diphtheria,tetanus,,,,,,,,,,
2213472,"Vaccine for tetanus and diphtheria toxoids injection into muscle, patient 7 years or older",CPT4,diphtheria,tetanus,,,,,diphtheria toxoid,tetanus toxoid,,,,
2213472,"Tetanus and diphtheria toxoids adsorbed (Td), preservative free, when administered to individuals 7 years or older, for intramuscular use | [Clinical Drug] - [Therapeutic or Preventive Procedure]",CPT4,diphtheria,tetanus,,,,,diphtheria toxoid,tetanus toxoid,,,,
2213473,"Tetanus, diphtheria toxoids and acellular pertussis vaccine (Tdap), when administered to individuals 7 years or older, for intramuscular use | [Clinical Drug]",CPT4,diphtheria,tetanus,pertussis,,,,diphtheria toxoid,tetanus toxoid,acellular pertussis,,,
2213473,"Diphtheria, tetanus toxoids, and acellular pertussis (Tdap) vaccine, patient 7 years of age or older",CPT4,diphtheria,tetanus,pertussis,,,,diphtheria toxoid,tetanus toxoid,acellular pertussis,,,
2213473,"Vaccine for tetanus, diphtheria toxoids and acellular pertussis (whooping cough) for injection into muscle, patient 7 years or older",CPT4,diphtheria,tetanus,pertussis,,,,diphtheria toxoid,tetanus toxoid,acellular pertussis,,,
2213480,"Inactivated diphtheria, tetanus toxoids, acellular pertussis vaccine, hepatitis B, and inactivated poliovirus vaccine (DTaP-HepB-IPV), for intramuscular use",CPT4,diphtheria,tetanus,pertussis,poliovirus,hepatitis b,,diphtheria toxoid,tetanus toxoid,acellular pertussis,poliovirus inactivated,,
2213480,"Vaccine for diphtheria, tetanus toxoids, acellular pertussis (whooping cough), Hepatitis B, and polio for injection into muscle",CPT4,diphtheria,tetanus,pertussis,poliovirus,hepatitis b,,diphtheria toxoid,tetanus toxoid,acellular pertussis,,,
2213480,DTAP-HEPB-IPV VACCINE INTRAMUSCULAR,CPT4,diphtheria,tetanus,pertussis,,,,,,acellular pertussis,,,
724900,DTP-hepB-Hib Pentavalent Non-US,CVX,diphtheria,tetanus,pertussis,,,haemophilus influenza,,,,,,
40213228,"Td (adult), 2 Lf tetanus toxoid, preservative free, adsorbed",CVX,diphtheria,tetanus,,,,,diphtheria toxoid,tetanus toxoid,,,,
40213282,"DTaP, 5 pertussis antigens",CVX,diphtheria,tetanus,pertussis,,,,,,acellular pertussis,,,
40213286,DTaP-Hep B-IPV,CVX,diphtheria,tetanus,pertussis,,hepatitis b,,,,acellular pertussis,,,
40213227,"Td (adult), 5 Lf tetanus toxoid, preservative free, adsorbed",CVX,diphtheria,tetanus,,,,,diphtheria toxoid,tetanus toxoid,,,,
40213290,"DTaP-IPV-HIB-HEP B, historical",CVX,diphtheria,tetanus,pertussis,,hepatitis b,,,,acellular pertussis,,,
40217233,"Patient had history of at least one of the following contraindications any time during or before the measurement period: anaphylaxis due to tdap vaccine, anaphylaxis due to td vaccine or its components; encephalopathy due to tdap or td vaccination (post tetanus vaccination encephalitis, post diphtheria vaccination encephalitis or post pertussis vaccination encephalitis.)",HCPCS,diphtheria,tetanus,pertussis,,,,,,acellular pertussis,,,
2008312,Diphtheria toxoid admin,ICD9Proc,diphtheria,,,,,,diphtheria toxoid,,,,,
46329650,tetanus and diphtheria toxoids adsorbed 2[Lf]/.5mL INTRAMUSCULAR INJECTION,NDC,diphtheria,tetanus,,,,,diphtheria toxoid,tetanus toxoid,,,,
